4.7e-05,0
5.1e-05,0
5.4e-05,0
7.6e-05,0
8.1e-05,0
8.7e-05,0
8.7e-05,0
0.0001,0
0.0001,0
0.0001,0
0.0001,0
0.00012,0
0.00013,0
0.00014,0
0.00014,0
0.00014,0
0.00015,0
0.00018,0
0.00018,0
0.00018,0
0.00018,0
0.00019,0
0.00019,0
0.00019,0
0.00019,0
0.00019,0
0.00019,0
0.0002,0
0.0002,0
0.00022,0
0.00023,0
0.00024,0
0.00024,0
0.00024,0
0.00025,0
0.00025,0
0.00026,0
0.00026,0
0.00027,0
0.00027,0
0.00027,0
0.00028,0
0.0003,0
0.00031,0
0.00032,0
0.00033,0
0.00033,0
0.00033,0
0.00033,0
0.00035,0
0.00036,0
0.00037,0
0.00038,0
0.00038,0
0.00039,0
0.0004,0
0.0004,0
0.00041,0
0.00041,0
0.00042,0
0.00042,0
0.00043,0
0.00043,0
0.00044,0
0.00044,0
0.00044,0
0.00045,0
0.00045,0
0.00045,0
0.00045,0
0.00045,0
0.00046,0
0.00046,0
0.00047,0
0.00048,0
0.00048,0
0.00048,0
0.00049,0
0.0005,0
0.00051,0
0.00051,0
0.00052,0
0.00052,0
0.00052,0
0.00052,0
0.00052,0
0.00053,0
0.00054,0
0.00054,0
0.00055,0
0.00056,0
0.00056,0
0.00057,0
0.00057,0
0.00058,0
0.00058,0
0.00059,0
0.00059,0
0.00059,0
0.0006,0
0.0006,0
0.0006,0
0.00062,0
0.00062,0
0.00064,0
0.00065,0
0.00066,0
0.00066,0
0.00067,0
0.00069,0
0.00069,0
0.0007,0
0.0007,0
0.00071,0
0.00071,0
0.00072,0
0.00073,0
0.00073,0
0.00074,0
0.00074,0
0.00076,0
0.00077,0
0.00078,0
0.00078,0
0.00078,0
0.0008,0
0.0008,0
0.00084,0
0.00084,0
0.00084,0
0.00085,0
0.00085,0
0.00085,0
0.00085,0
0.00086,0
0.00087,0
0.00088,0
0.00088,0
0.00088,0
0.00093,0
0.00093,0
0.00094,0
0.00095,0
0.00096,0
0.00096,0
0.00096,0
0.00096,0
0.00098,0
0.00098,0
0.00099,0
0.00099,0
0.001,0
0.001,0
0.001,0
0.001,0
0.001,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0011,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0012,0
0.0013,0
0.0013,0
0.0013,0
0.0013,0
0.0013,0
0.0013,0
0.0013,0
0.0013,0
0.0013,0
0.0013,0
0.0013,0
0.0013,0
0.0014,0
0.0014,0
0.0014,0
0.0014,0
0.0014,0
0.0014,0
0.0014,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0015,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0016,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0017,0
0.0018,0
0.0018,0
0.0018,0
0.0018,0
0.0018,0
0.0018,0
0.0018,0
0.0018,0
0.0018,0
0.0018,0
0.0018,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.0019,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.002,0
0.0021,0
0.0021,0
0.0021,0
0.0021,0
0.0021,0
0.0021,0
0.0021,0
0.0021,0
0.0021,0
0.0021,0
0.0021,0
0.0021,0
0.0022,0
0.0022,0
0.0022,0
0.0022,0
0.0022,0
0.0022,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0023,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0024,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0025,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0026,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0027,0
0.0028,0
0.0028,0
0.0028,0
0.0028,0
0.0028,0
0.0028,0
0.0028,0
0.0028,0
0.0028,0
0.0028,0
0.0028,0
0.0028,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.0029,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.003,0
0.0031,0
0.0031,0
0.0031,0
0.0031,0
0.0031,0
0.0031,0
0.0031,0
0.0031,0
0.0031,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0032,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0033,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0034,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0035,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0036,0
0.0037,0
0.0037,0
0.0037,0
0.0037,0
0.0037,0
0.0037,0
0.0037,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0038,0
0.0039,0
0.0039,0
0.0039,0
0.0039,0
0.0039,0
0.0039,0
0.0039,0
0.0039,0
0.0039,0
0.0039,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.004,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0041,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0042,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0043,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0044,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0045,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0046,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0047,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0048,0
0.0049,0
0.0049,0
0.0049,0
0.0049,0
0.0049,0
0.0049,0
0.0049,0
0.0049,0
0.0049,0
0.0049,0
0.0049,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.005,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0051,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0052,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0053,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0054,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0055,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0056,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0057,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0058,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.0059,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.006,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0061,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0062,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0063,0
0.0064,0
0.0064,0
0.0064,0
0.0064,0
0.0064,0
0.0064,0
0.0064,0
0.0064,0
0.0064,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0065,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0066,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0067,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0068,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.0069,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.007,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0071,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0072,0
0.0073,0
0.0073,0
0.0073,0
0.0073,0
0.0073,0
0.0073,0
0.0073,0
0.0073,0
0.0073,0
0.0073,0
0.0074,0
0.0074,0
0.0074,0
0.0074,0
0.0074,0
0.0074,0
0.0074,0
0.0074,0
0.0074,0
0.0074,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0075,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0076,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0077,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0078,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.0079,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.008,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0081,0
0.0082,0
0.0082,0
0.0082,0
0.0082,0
0.0082,0
0.0082,0
0.0082,0
0.0082,0
0.0082,0
0.0082,0
0.0082,0
0.0082,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0083,0
0.0084,0
0.0084,0
0.0084,0
0.0084,0
0.0084,0
0.0084,0
0.0084,0
0.0084,0
0.0084,0
0.0084,0
0.0084,0
0.0084,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0085,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
0.0086,0
